EntityName,EntityProperty,EntityPropertyType,ViewModelType,ViewModelProperty,ViewModelPropertyType,MappingStatus,Notes
Visit,StaffId,Guid,VisitRouteVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitDate,DateTime,VisitRouteVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Purpose,string,VisitRouteVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Notes,string?,VisitRouteVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Outcome,string?,VisitRouteVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,NextVisitDate,DateTime?,VisitRouteVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Duration,TimeSpan?,VisitRouteVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitType,string?,VisitRouteVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Location,string?,VisitRouteVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Status,VisitStatus,VisitRouteVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,VisitRouteVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,VisitRouteVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,,,VisitRouteVM (General),Order,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitRouteVM (General),CustomerName,string,Derived,Computed/derived property
Visit,,,VisitRouteVM (General),Address,string?,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitRouteVM (General),EstimatedDuration,TimeSpan,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitRouteVM (General),EstimatedTravelTime,TimeSpan,MissingInEntity,Property exists in ViewModel but not in entity
Visit,CustomerId,Guid,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,StaffId,Guid,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitDate,DateTime,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Purpose,string,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Notes,string?,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Outcome,string?,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,NextVisitDate,DateTime?,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Duration,TimeSpan?,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitType,string?,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Location,string?,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Status,VisitStatus,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,VisitConflictVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,,,VisitConflictVM (General),ExistingVisitId,Guid,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitConflictVM (General),ExistingVisitTime,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitConflictVM (General),ExistingVisitDuration,TimeSpan,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitConflictVM (General),ProposedVisitTime,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitConflictVM (General),ProposedVisitDuration,TimeSpan,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitConflictVM (General),ConflictType,string,MissingInEntity,Property exists in ViewModel but not in entity
Visit,CustomerId,Guid,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,StaffId,Guid,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitDate,DateTime,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Purpose,string,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Notes,string?,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Outcome,string?,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,NextVisitDate,DateTime?,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Duration,TimeSpan?,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitType,string?,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Location,string?,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Status,VisitStatus,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,VisitSummaryReportVM (Summary),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,,,VisitSummaryReportVM (Summary),FromDate,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitSummaryReportVM (Summary),ToDate,DateTime,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitSummaryReportVM (Summary),TotalVisits,int,Derived,Computed/derived property
Visit,,,VisitSummaryReportVM (Summary),CompletedVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitSummaryReportVM (Summary),CancelledVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitSummaryReportVM (Summary),NoShowVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitSummaryReportVM (Summary),TotalVisitHours,decimal,Derived,Computed/derived property
Visit,,,VisitSummaryReportVM (Summary),AverageVisitDuration,double,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,VisitSummaryReportVM (Summary),VisitsByType,"Dictionary<string, int>",MissingInEntity,Property exists in ViewModel but not in entity
Visit,CustomerId,Guid,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,StaffId,Guid,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitDate,DateTime,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Purpose,string,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Notes,string?,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Outcome,string?,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,NextVisitDate,DateTime?,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Duration,TimeSpan?,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,VisitType,string?,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Location,string?,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Status,VisitStatus,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Customer,Customer?,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,Staff,Staff?,TerritoryVisitReportVM (General),,,MissingInViewModel,Property exists in entity but not in ViewModel
Visit,,,TerritoryVisitReportVM (General),Territory,string,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,TerritoryVisitReportVM (General),TotalVisits,int,Derived,Computed/derived property
Visit,,,TerritoryVisitReportVM (General),CompletedVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,TerritoryVisitReportVM (General),PendingVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,TerritoryVisitReportVM (General),CancelledVisits,int,MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,TerritoryVisitReportVM (General),VisitsByStaff,"Dictionary<Guid, int>",MissingInEntity,Property exists in ViewModel but not in entity
Visit,,,TerritoryVisitReportVM (General),AverageVisitsPerDay,decimal,MissingInEntity,Property exists in ViewModel but not in entity
